stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
49.277987,1,61522,-123.127052,11542,,,,Southbound Howe St @ Davie St,0,BUS ZN
49.248581,1,53331,-122.843968,11543,,,,Northbound Laurentian Cres @ Austin Ave,0,BUS ZN
49.170215,1,61521,-123.125653,11540,,,,Westbound Westminster Hwy @ Garden City Rd,0,BUS ZN
49.219164,1,51114,-123.150433,11541,,,,Southbound West Blvd @ W 57 Ave,0,BUS ZN
49.452388,2,61528,-123.236624,11546,,,,Northbound Hwy 99 Onramp @ Kelvin Grove Way,0,BUS ZN
49.38635,2,61527,-123.25838,11547,,,,Northbound Horseshoe Bay Dr @ Pasco Rd,0,BUS ZN
49.157771,1,61526,-123.136495,11544,,,,Northbound No. 3 Rd @ Jones Rd,0,BUS ZN
49.027511,1,56113,-122.803368,11545,,,,Eastbound Thrift Ave @ Foster St,0,BUS ZN
49.458538,2,61531,-123.236819,11548,,,,Southbound Isleview Place @ Lions Bay Ave,0,BUS ZN
49.459217,2,61530,-123.235617,11549,,,,Northbound Crosscreek Rd @ Oceanview Rd,0,BUS ZN
49.199727,1,55933,-122.949615,5989,,,,22nd Street Station @ Bay 6,0,BUS ZN
49.198895,1,55926,-122.779318,5982,,,,Westbound 108 Ave @ 160 St,0,BUS ZN
49.198893,1,59772,-122.783259,5983,,,,Westbound 108 Ave @ 158 St,0,BUS ZN
49.198899,2,55924,-122.768262,5980,,,,Westbound 108 Ave @ 164 St,0,BUS ZN
49.19888,1,55925,-122.773703,5981,,,,Westbound 108 Ave @ 162 St,0,BUS ZN
49.136348,1,56426,-123.181233,6487,,,,Northbound No. 1 Rd @ Fundy Gate,0,BUS ZN
49.1265,1,56731,-123.189251,6796,,,,Westbound Chatham St @ 5th Ave,0,BUS ZN
49.126844,1,56732,-123.191741,6797,,,,Northbound 7th Ave @ Chatham St,0,BUS ZN
49.170264,2,56729,-123.107225,6794,,,,Westbound Westminster Hwy @ 10500 Block,0,BUS ZN
49.170277,1,56730,-123.114676,6795,,,,Westbound Westminster Hwy @ No. 4 Rd,0,BUS ZN
49.170374,1,56727,-123.092768,6792,,,,Westbound Westminster Hwy @ No. 5 Rd,0,BUS ZN
49.170249,2,56728,-123.100461,6793,,,,Westbound Westminster Hwy @ 11000 Block,0,BUS ZN
49.165042,1,56725,-123.091576,6790,,,,Northbound No. 5 Rd @ 6400 Block,0,BUS ZN
49.168487,1,56726,-123.091555,6791,,,,Northbound No. 5 Rd @ 6100 Block,0,BUS ZN
49.128624,1,56733,-123.191727,6798,,,,Northbound 7th Ave @ Richmond St,0,BUS ZN
49.131834,1,56734,-123.191727,6799,,,,Northbound 7th Ave @ Regent St,0,BUS ZN
49.266827,1,50268,-123.241849,271,,,,Eastbound University Blvd @ Allison Rd,0,BUS ZN
49.265812,1,50270,-123.236036,273,,,,Eastbound University Blvd @ 5300 Block,0,BUS ZN
49.263486,1,50271,-123.229095,274,,,,Eastbound University Blvd @ 5100 Block,0,BUS ZN
49.264289,1,50272,-123.215067,275,,,,Northbound Blanca St @ W 10 Ave,0,BUS ZN
49.265243,1,50273,-123.21585,276,,,,Blanca Loop @ Bay 1,0,BUS ZN
49.263836,1,50274,-123.214641,277,,,,Eastbound W 10 Ave @ Blanca St,0,BUS ZN
49.263797,1,50275,-123.211277,278,,,,Eastbound W 10 Ave @ Tolmie St,0,BUS ZN
49.263764,1,50276,-123.208525,279,,,,Eastbound W 10 Ave @ Sasamat St,0,BUS ZN
49.268018,1,61750,-122.796872,12018,,,,Eastbound Dewdney Trunk Rd @ Lougheed Hwy,0,BUS ZN
49.207179,1,52126,-123.123861,2146,,,,Eastbound SW Marine Dr @ Heather St,0,BUS ZN
49.172878,1,61897,-123.154608,12015,,,,Westbound River Rd @ 6100 Block,0,BUS ZN
49.227799,1,61848,-122.688454,12016,,,,Northbound 192A St @ Davison Rd,0,BUS ZN
49.263228,1,61896,-123.256272,12011,,,,Southbound Lower Mall @ University Blvd,0,BUS ZN
49.268113,1,61424,-123.258499,12010,,,,Southbound West Mall @ NW Marine Dr,0,BUS ZN
49.25836,1,61833,-123.244207,12013,,,,Northbound East Mall @ Eagles Dr,0,BUS ZN
49.251694,1,61893,-123.237733,12012,,,,Westbound Ross Dr @ Birney Ave,0,BUS ZN
49.230625,1,59031,-122.820044,9528,,,,Westbound Shuswap Ave @ North Bend St,0,BUS ZN
49.29924,1,58818,-122.779054,9259,,,,Westbound Robson Dr @ Kenney St,0,BUS ZN
49.222928,1,58905,-122.601267,9256,,,,Northbound 224 St @ 121 Ave,0,BUS ZN
49.110713,2,60778,-122.733614,10702,,,,Northbound 176A St @ 60 Ave,0,BUS ZN
49.298479,1,58840,-122.80902,9254,,,,Southbound Parkway Blvd @ Tanglewood Lane,0,BUS ZN
49.297199,1,58838,-122.809458,9255,,,,Southbound Parkway Blvd @ Panorama Dr,0,BUS ZN
49.119346,1,55939,-122.896549,10707,,,,Eastbound 64 Ave @ Wade Rd,0,BUS ZN
49.164647,1,59731,-123.134884,10706,,,,Park Rd @ Buswell St,0,BUS ZN
49.313679,1,58844,-122.799063,9250,,,,Southbound Parkway Blvd @ Turnberry Lane,0,BUS ZN
49.305415,1,58843,-122.8064,9251,,,,Southbound Parkway Blvd @ 1600 Block,0,BUS ZN
49.24851,1,53480,-122.852517,3518,,,,Southbound Schoolhouse St @ Austin Ave,0,BUS ZN
49.249139,1,53475,-122.824891,3513,,,,Westbound Austin Ave @ Hickey St,0,BUS ZN
49.247724,1,53474,-122.824345,3512,,,,Northbound Hickey Dr @ Latimer Ave,0,BUS ZN
49.245673,1,53473,-122.82432,3511,,,,Northbound Hickey Dr @ Leduc Ave,0,BUS ZN
49.243607,1,53472,-122.821857,3510,,,,Westbound Hickey Dr @ Balfour Dr,0,BUS ZN
49.249053,1,53479,-122.844484,3517,,,,Westbound Austin Ave @ Laurentian Cres,0,BUS ZN
49.249076,2,53478,-122.841516,3516,,,,Westbound Austin Ave @ Linton St,0,BUS ZN
49.249117,1,53477,-122.836063,3515,,,,Westbound Austin Ave @ Hillcrest St,0,BUS ZN
49.24913,1,53476,-122.828378,3514,,,,Westbound Austin Ave @ 2300 Block,0,BUS ZN
49.213286,1,52663,-122.971866,2688,,,,Northbound Gilley Ave @ Clinton St,0,BUS ZN
49.214658,2,52664,-122.971351,2689,,,,Eastbound Rumble St @ Gilley Ave,0,BUS ZN
49.211757,2,52659,-122.971972,2684,,,,Southbound Gilley Ave @ Portland St,0,BUS ZN
49.209909,2,52660,-122.972637,2685,,,,Southbound Gilley Ave @ Ewart St,0,BUS ZN
49.209017,1,52661,-122.973063,2686,,,,Southbound Gilley Ave @ Carson St,0,BUS ZN
49.207307,2,52662,-122.974399,2687,,,,Southbound Gilley Ave @ Keith St,0,BUS ZN
49.212958,2,52655,-122.982684,2680,,,,Eastbound Clinton St @ Macpherson Ave,0,BUS ZN
49.21293,1,52656,-122.979839,2681,,,,Eastbound Clinton St @ Plum Ave,0,BUS ZN
49.212912,1,52657,-122.977072,2682,,,,Eastbound Clinton St @ Buller Ave,0,BUS ZN
49.212889,1,52658,-122.974425,2683,,,,Eastbound Clinton St @ Curragh Ave,0,BUS ZN
49.278914,1,50098,-123.12964,98,,,,Southbound Burrard St @ Davie St,0,BUS ZN
49.280707,1,50091,-123.104998,91,,,,Westbound W Pender St @ Carrall St,0,BUS ZN
49.28129,1,50093,-123.108213,93,,,,Westbound W Pender St @ Abbott St,0,BUS ZN
49.2063,1,52120,-123.134764,2140,,,,Southbound Hudson St @ W 72 Ave,0,BUS ZN
49.283818,1,50095,-123.113429,95,,,,Westbound W Pender St @ Seymour St,0,BUS ZN
49.285523,1,50097,-123.116055,97,,,,Westbound W Pender St @ Howe St,0,BUS ZN
49.284575,1,50096,-123.114596,96,,,,Westbound W Pender St @ Granville St,0,BUS ZN
49.127101,1,62021,-122.708622,13058,,,,Westbound Fraser Hwy @ 68 Ave,0,BUS ZN
49.306059,1,54027,-123.018567,13059,,,,Eastbound Old Dollarton Rd @ Amherst Ave,0,BUS ZN
49.1794,1,62012,-122.836332,13052,,,,Eastbound Fraser Hwy @ 140 St,0,BUS ZN
49.261345,1,62011,-122.984994,13051,,,,Northbound Douglas Rd @ Still Creek Ave,0,BUS ZN
49.118766,1,62018,-122.690775,13056,,,,Westbound Fraser Hwy @ 64 Ave,0,BUS ZN
49.122691,1,60682,-122.649148,13057,,,,Southbound Willowbrook Connector @ 66A Ave,0,BUS ZN
49.213416,1,62015,-122.92083,13054,,,,Southbound 6th St @ Princess St,0,BUS ZN
49.138911,1,62014,-122.736915,13055,,,,Eastbound Fraser Hwy @ 176 St,0,BUS ZN
49.232216,1,51168,-123.010599,1177,,,,Westbound Kingsway @ Barker Ave,0,BUS ZN
49.231423,1,51167,-123.008159,1176,,,,Westbound Kingsway @ Wilson Ave,0,BUS ZN
49.230542,1,51166,-123.00553,1175,,,,Westbound Kingsway @ Willingdon Ave,0,BUS ZN
49.228005,1,51165,-123.007012,1174,,,,Northbound Willingdon Ave @ Central Blvd,0,BUS ZN
49.226085,1,51164,-123.002888,1173,,,,Metrotown Station @ Bay 2,0,BUS ZN
49.227271,1,51163,-123.006974,1172,,,,Eastbound Central Blvd @ Willingdon Ave,0,BUS ZN
49.229565,1,51162,-123.005715,1171,,,,Southbound Willingdon Ave @ Kemp St,0,BUS ZN
49.230995,1,51161,-123.007485,1170,,,,Eastbound Kingsway @ Wilson Ave,0,BUS ZN
49.23266,2,51170,-123.019689,1179,,,,Westbound Kingsway @ Smith Ave,0,BUS ZN
49.232908,1,51169,-123.016178,1178,,,,Westbound Kingsway @ Inman Ave,0,BUS ZN
49.059803,1,57118,-122.669643,7188,,,,Southbound 200 St @ 32 Ave,0,BUS ZN
49.057061,1,57119,-122.669574,7189,,,,Southbound 200 St @ 30 Ave,0,BUS ZN
49.06746,1,57115,-122.663166,7185,,,,Westbound 36 Ave @ 202A St,0,BUS ZN
49.0671,1,57116,-122.669636,7186,,,,Southbound 200 St @ 36 Ave,0,BUS ZN
49.062347,1,57117,-122.669595,7187,,,,Southbound 200 St @ 33A Ave,0,BUS ZN
49.205733,1,50866,-123.140764,873,,,,Southbound Granville St @ SW Marine Dr,0,BUS ZN
49.279237,2,58265,-123.113568,12832,,,,Southbound Cambie St @ W Georgia St,0,BUS ZN
49.263567,1,59467,-122.783538,12830,,,,Northbound Maple St @ McAllister Ave,0,BUS ZN
49.317665,1,51754,-123.021073,12837,,,,Westbound Purcell Way @ Skeena Rd,0,BUS ZN
49.286053,1,57944,-123.11158,8019,,12034,,Waterfront Station Eastbound,0,WCE1Z
49.328504,1,57943,-123.081606,8018,,,,Southbound Jones Ave @ W 21 St,0,BUS ZN
49.261089,1,60585,-122.944267,12839,,,,Eastbound Broadway @ Camrose Dr,0,BUS ZN
49.261367,1,60580,-122.945529,12838,,,,Westbound Broadway @ Camrose Dr,0,BUS ZN
49.266503,1,57938,-123.237822,8013,,,,Eastbound University Blvd @ Acadia Rd,0,BUS ZN
49.162091,1,58238,-122.90202,8542,,,,Northbound 116 St @ Nordel Way,0,BUS ZN
49.068845,1,57383,-123.077607,7456,,,,Northbound Arthur Dr @ 36 Ave,0,BUS ZN
49.070616,2,57384,-123.077691,7457,,,,Northbound Arthur Dr @ 3700 Block,0,BUS ZN
49.065652,2,57382,-123.077255,7455,,,,Northbound Arthur Dr @ 34B Ave,0,BUS ZN
49.054705,2,57380,-123.076853,7453,,,,Northbound 53 St @ 28 Ave,0,BUS ZN
49.035721,1,57377,-123.06846,7450,,,,South Delta Exchange @ Bay 1,0,BUS ZN
49.340565,2,54541,-123.098203,4593,,,,Southbound Highland Blvd @ Kennedy Ave,0,BUS ZN
49.225238,1,52018,-123.065364,2035,,,,Westbound E 49 Ave @ Victoria Dr,0,BUS ZN
49.075079,1,57385,-123.078997,7458,,,,Northbound Arthur Dr @ 3900 Block,0,BUS ZN
49.0802,1,57386,-123.078531,7459,,,,Northbound Arthur Dr @ Whitworth Cres,0,BUS ZN
49.343211,2,54539,-123.096042,4591,,,,Southbound Highland Blvd @ Beaumont Dr,0,BUS ZN
49.331579,2,54544,-123.117403,4596,,,,Southbound Capilano Rd @ Hwy One Overpass,0,BUS ZN
49.243026,1,52719,-123.017349,2744,,,,Westbound Moscrop St @ Inman Ave,0,BUS ZN
49.255589,1,52722,-123.01105,2747,,,,Northbound Gilmore Diversion @ Canada Way,0,BUS ZN
49.253243,1,52721,-123.010616,2746,,,,Northbound Gilmore Way @ Canada Way,0,BUS ZN
49.199,1,58124,-122.849243,10884,,,,Gateway Station @ Bay 2,0,BUS ZN
49.219454,1,61064,-122.597616,10885,,,,Haney Place @ Bay 1,0,BUS ZN
49.219451,1,61063,-122.59727,10886,,,,Haney Place @ Bay 2,0,BUS ZN
49.21945,1,61062,-122.596908,10887,,,,Haney Place @ Bay 3,0,BUS ZN
49.189699,1,61035,-122.847774,10880,,,,Surrey Central Station @ Bay 12,0,BUS ZN
49.189684,1,61036,-122.847558,10881,,,,Surrey Central Station @ Bay 13,0,BUS ZN
49.336608,1,59526,-123.038743,10882,,,,Lynn Valley @ Bay 1,0,BUS ZN
49.260509,1,52723,-123.013819,2748,,,,Northbound Gilmore Diversion @ Myrtle St,0,BUS ZN
49.219453,1,61061,-122.596658,10888,,,,Haney Place @ Bay 4,0,BUS ZN
49.219508,1,61060,-122.596543,10889,,,,Haney Place @ Bay 5,0,BUS ZN
49.339994,1,54547,-123.114328,4599,,,,Northbound Capilano Rd @ Ridgewood Dr,0,BUS ZN
49.223714,1,52296,-122.923659,2318,,,,Westbound 12 Ave @ 2nd St,0,BUS ZN
49.064327,1,55472,-122.816986,5525,,,,Southbound King George Blvd @ 34 Ave,0,BUS ZN
49.183992,1,56471,-123.124786,6532,,,,Southbound Garden City Rd @ Cambie Rd,0,BUS ZN
49.229189,1,52292,-122.923124,2314,,,,Westbound 16 Ave @ Newcombe St,0,BUS ZN
49.227572,1,52293,-122.924862,2315,,,,Southbound 1st St @ 16 Ave,0,BUS ZN
49.268471,1,50389,-123.181214,393,,,,Eastbound W 4th Ave @ Collingwood St,0,BUS ZN
49.234268,1,50388,-123.140768,392,,,,Eastbound W 41 Ave @ Granville St,0,BUS ZN
49.2343,1,50386,-123.142893,390,,,,Eastbound W 41 Ave @ Adera St,0,BUS ZN
49.268274,1,50393,-123.167779,397,,,,Eastbound W 4th Ave @ Macdonald St,0,BUS ZN
49.268236,1,50394,-123.164123,398,,,,Eastbound W 4th Ave @ Trafalgar St,0,BUS ZN
49.233279,1,52287,-122.908658,2309,,,,Westbound Armstrong Ave @ Langley St,0,BUS ZN
49.235277,2,52286,-122.904958,2308,,,,Westbound Armstrong Ave @ Cariboo Rd,0,BUS ZN
49.343781,2,54677,-123.188567,4729,,,,Westbound Queens Ave @ 27 St,0,BUS ZN
49.34238,2,54676,-123.185164,4728,,,,Westbound Queens Ave @ 26 St,0,BUS ZN
49.342226,2,54673,-123.174348,4725,,,,Westbound Queens Ave @ Orchard Way,0,BUS ZN
49.25025,1,52278,-122.91026,2300,,,,Westbound Government St @ 8700 Block,0,BUS ZN
49.342323,1,54675,-123.18244,4727,,,,Westbound Queens Ave @ 2500 Block,0,BUS ZN
49.342288,2,54674,-123.179274,4726,,,,Westbound Queens Ave @ 2400 Block,0,BUS ZN
49.341891,1,54669,-123.165756,4721,,,,Westbound Queens Ave @ 19 St,0,BUS ZN
49.341907,2,54668,-123.163435,4720,,,,Westbound Queens Ave @ 18 St,0,BUS ZN
49.341849,2,54671,-123.171085,4723,,,,Westbound Queens Ave @ 22 St,0,BUS ZN
49.238494,1,52284,-122.907245,2306,,,,Southbound Cariboo Rd @ 16 Ave,0,BUS ZN
49.195514,1,61380,-123.126006,11289,,99907,,Bridgeport Station @ Platform 1,0,ZN 2
49.195558,1,61379,-123.126076,11288,,99907,,Bridgeport Station @ Platform 2,0,ZN 2
49.19876,1,55790,-122.844888,5845,,,,Eastbound 108 Ave @ King George Blvd,0,BUS ZN
49.198812,1,55789,-122.85022,5844,,,,Gateway Station @ Bay 3,0,BUS ZN
49.198843,2,55788,-122.853317,5843,,,,Eastbound 108 Ave @ 133 St,0,BUS ZN
49.198872,1,55787,-122.855891,5842,,,,Eastbound 108 Ave @ 132 St,0,BUS ZN
49.198881,1,55786,-122.86201,5841,,,,Eastbound 108 Ave @ 130 St,0,BUS ZN
49.199078,1,55785,-122.866944,5840,,,,Eastbound 108 Ave @ 128 St,0,BUS ZN
49.249172,1,61372,-123.115228,11281,,99911,,King Edward Station @ Platform 1,0,ZN 1
49.249186,1,61371,-123.115716,11280,,99911,,King Edward Station @ Platform 2,0,ZN 1
49.233731,1,61374,-123.116176,11283,,99910,,Oakridge-41st Avenue Station @ Platform 1,0,ZN 1
49.233747,1,61373,-123.116422,11282,,99910,,Oakridge-41st Avenue Station @ Platform 2,0,ZN 1
49.225709,1,61376,-123.116289,11285,,99909,,Langara-49th Avenue Station @ Platform 1,0,ZN 1
49.225743,1,61375,-123.116752,11284,,99909,,Langara-49th Avenue Station @ Platform 2,0,ZN 1
49.209663,1,61378,-123.116921,11287,,99908,,Marine Drive Station @ Platform 1,0,ZN 1
49.209661,1,61377,-123.117078,11286,,99908,,Marine Drive Station @ Platform 2,0,ZN 1
49.239063,1,59385,-122.774036,3749,,,,Westbound Citadel Dr @ Pitt River Rd,0,BUS ZN
49.35261,2,54568,-123.260744,4620,,,,Southbound Marine Dr @ Gallagher Place,0,BUS ZN
49.350873,1,54569,-123.266375,4621,,,,Southbound Marine Dr @ Parthenon Place,0,BUS ZN
49.349229,2,54570,-123.266848,4622,,,,Southbound Marine Dr @ Kew Cliff Rd,0,BUS ZN
49.34602,2,54571,-123.26606,4623,,,,Southbound Marine Dr @ 5200 Block,0,BUS ZN
49.341932,2,54572,-123.265371,4624,,,,Southbound Marine Dr @ Crossway,0,BUS ZN
49.34064,1,54573,-123.26306,4625,,,,Eastbound Marine Dr @ Beacon Lane,0,BUS ZN
49.340727,1,54574,-123.258861,4626,,,,Eastbound Marine Dr @ The Dale,0,BUS ZN
49.340799,2,54575,-123.252945,4627,,,,Eastbound Marine Dr @ McKenzie Dr,0,BUS ZN
49.340937,2,54576,-123.247274,4628,,,,Eastbound Marine Dr @ N Piccadilly Rd,0,BUS ZN
49.340623,1,54577,-123.238718,4629,,,,Eastbound Marine Dr @ Morgan Cres,0,BUS ZN
49.045676,1,56347,-122.790735,11757,,,,Westbound 24 Ave @ 156 St,0,BUS ZN
49.045701,1,56358,-122.798085,11756,,,,Westbound 24 Ave @ 153 St,0,BUS ZN
49.045525,1,56380,-122.800528,11755,,,,Eastbound 24 Ave @ 152 St,0,BUS ZN
49.118307,1,61668,-122.67461,11754,,,,Northbound 198 St @ 64 Ave,0,BUS ZN
49.059741,1,61664,-122.691638,11751,,,,Southbound 192 St @ 32 Ave,0,BUS ZN
49.052486,1,61642,-122.691608,11750,,,,Southbound 192 St @ 28 Ave,0,BUS ZN
49.254064,1,61579,-123.23498,11759,,,,Southbound Wesbrook Mall @ Birney Ave,0,BUS ZN
49.247646,1,61581,-123.232002,11758,,,,Southbound Wesbrook Mall @ Triumf Centre,0,BUS ZN
49.269455,1,50179,-123.100505,179,,,,Northbound Main St @ E 2nd Ave,0,BUS ZN
49.266719,1,50178,-123.100662,178,,,,Northbound Main St @ E 5th Ave,0,BUS ZN
49.265339,1,50177,-123.100685,177,,,,Northbound Main St @ E 6th Ave,0,BUS ZN
49.263233,1,50176,-123.100792,176,,,,Northbound Main St @ E Broadway,0,BUS ZN
49.260528,1,50174,-123.100888,174,,,,Northbound Main St @ E 12 Ave,0,BUS ZN
49.255006,1,59835,-123.100984,171,,,,Northbound Main St @ E 18 Ave,0,BUS ZN
49.253226,1,59836,-123.100763,170,,,,Northbound Main St @ E 20 Ave,0,BUS ZN
49.206391,2,52704,-123.015277,10390,,,,Southbound Roseberry Ave @ Keith St,0,BUS ZN
49.284576,1,59832,-123.117067,10399,,,,Southbound Howe St @ Dunsmuir St,0,BUS ZN
49.089488,1,57147,-122.642323,7218,,,,Eastbound 48 Ave @ 210 St,0,BUS ZN
49.089411,2,57148,-122.628948,7219,,,,Eastbound 48 Ave @ 214A St,0,BUS ZN
49.116584,1,57139,-122.685541,7210,,,,Westbound Fraser Hwy @ 194 St,0,BUS ZN
49.18822,1,57142,-122.845209,7213,,,,Northbound King George Blvd @ 102 Ave,0,BUS ZN
49.106449,1,57143,-122.654727,7214,,,,Langley Centre @ Bay 5,0,BUS ZN
49.089503,1,57146,-122.645445,7217,,,,Eastbound 48 Ave @ 208 St,0,BUS ZN
49.037689,1,59551,-123.091152,12226,,,,Westbound Blue Heron Dr @ Salish Sea Dr,0,BUS ZN
49.248611,1,60084,-122.896818,12227,,99926,,Lougheed Town Centre Station @ Platform 3,0,ZN 2
49.039507,1,59542,-123.090426,12224,,,,Southbound Salish Sea Dr @ Canoe Pass Way,0,BUS ZN
49.038251,1,59547,-123.090098,12225,,,,Northbound Salish Sea Dr @ Blue Heron Dr,0,BUS ZN
49.040314,1,59511,-123.087622,12222,,,,Westbound Canoe Pass Way @ Mall Access Rd,0,BUS ZN
49.04011,1,59541,-123.089288,12223,,,,Eastbound Canoe Pass Way @ Salish Sea Dr,0,BUS ZN
49.041495,1,59510,-123.082095,12220,,,,Westbound Canoe Pass Way @ 52 St,0,BUS ZN
49.040632,1,59532,-123.086041,12221,,,,Eastbound Canoe Pass Way @ Mall Access Rd,0,BUS ZN
49.261421,1,60085,-122.889853,12228,,99927,,Burquitlam Station @ Platform 1,0,ZN 3
49.261375,1,60086,-122.889784,12229,,99927,,Burquitlam Station @ Platform 2,0,ZN 3
49.140988,1,56754,-123.183774,6819,,,,Eastbound Williams Rd @ 2nd Ave,0,BUS ZN
49.140979,1,56753,-123.186546,6818,,,,Eastbound Williams Rd @ 4th Ave,0,BUS ZN
49.133441,1,56745,-123.151449,6810,,,,Eastbound Steveston Hwy @ Constable Gate,0,BUS ZN
49.134063,1,56748,-123.191743,6813,,,,Northbound Springmont Gate @ Steveston Hwy,0,BUS ZN
49.137315,1,56750,-123.19274,6815,,,,Northbound Springmont Dr @ Springside Place,0,BUS ZN
49.135962,1,56749,-123.191846,6814,,,,Northbound Springmont Dr @ Springmont Gate,0,BUS ZN
49.140962,1,56752,-123.190977,6817,,,,Eastbound Williams Rd @ Springmont Dr,0,BUS ZN
49.139845,1,58100,-123.191646,6816,,,,Northbound Springmont Dr @ Springhill Cres,0,BUS ZN
49.205995,2,52425,-122.911456,10578,,,,Southbound 6th St @ Royal Ave,0,BUS ZN
49.144143,1,60070,-123.001707,10574,,,,Southbound 80 St @ River Way,0,BUS ZN
49.145467,1,60069,-122.997441,10575,,,,Westbound River Way @ 82 St,0,BUS ZN
49.144798,1,60071,-123.000193,10576,,,,Eastbound River Way @ 80 St,0,BUS ZN
49.1461,1,60072,-122.996558,10577,,,,Northbound 82 St @ River Way,0,BUS ZN
49.251669,1,58404,-122.852277,8848,,,,Northbound Schoolhouse St @ King Albert Ave,0,BUS ZN
49.253833,1,58405,-122.851605,8849,,,,Eastbound Winslow Ave @ Schoolhouse St,0,BUS ZN
49.023834,1,58478,-122.794407,8840,,,,Eastbound Buena Vista Ave @ Dolphin St,0,BUS ZN
49.038384,2,58315,-122.822797,8841,,,,Eastbound 20 Ave @ 144 St,0,BUS ZN
49.260186,1,58460,-122.937447,8846,,,,Northbound Lake City Way @ Express St,0,BUS ZN
49.249301,1,58403,-122.852353,8847,,,,Northbound Schoolhouse St @ Austin Ave,0,BUS ZN
49.191588,1,61727,-122.934168,11848,,,,Westbound Ewen Ave @ Derwent Way,0,BUS ZN
49.220491,1,57596,-122.617261,7669,,,,Eastbound Dewdney Trunk Rd @ Wicklow Way,0,BUS ZN
49.220479,1,57595,-122.622111,7668,,,,Eastbound Dewdney Trunk Rd @ 216 St,0,BUS ZN
49.232733,1,60402,-123.066544,12667,,,,Westbound E 41 Ave @ Victoria Dr,0,BUS ZN
49.220455,2,57590,-122.650072,7663,,,,Eastbound Dewdney Trunk Rd @ 206 St,0,BUS ZN
49.221322,1,57589,-122.654946,7662,,,,Eastbound Dewdney Trunk Rd @ 203 St,0,BUS ZN
49.220464,1,57592,-122.638531,7665,,,,Eastbound Dewdney Trunk Rd @ 210 St,0,BUS ZN
49.220441,1,57591,-122.646559,7664,,,,Eastbound Dewdney Trunk Rd @ 207A St,0,BUS ZN
49.220515,1,57594,-122.627494,7667,,,,Eastbound Dewdney Trunk Rd @ 214 St,0,BUS ZN
49.220485,1,57593,-122.631294,7666,,,,Eastbound Dewdney Trunk Rd @ Laity St,0,BUS ZN
49.317205,1,51755,-123.024083,1769,,,,Southbound Lillooet Rd @ Purcell Way,0,BUS ZN
49.232982,1,60399,-123.102441,12664,,,,Eastbound E 41 Ave @ Main St,0,BUS ZN
49.309148,1,51749,-123.031976,1763,,,,Northbound Mountain Hwy @ Crown St,0,BUS ZN
49.283253,1,51746,-123.031278,1760,,,,Northbound Cassiar Connector @ 100 Block,0,BUS ZN
49.315778,2,51752,-123.023902,1766,,,,Northbound Lillooet Rd @ 1000 Block,0,BUS ZN
49.317472,2,51753,-123.023477,1767,,,,Eastbound Purcell Way @ Lillooet Rd,0,BUS ZN
49.254756,1,50685,-123.056762,692,,,,Southbound Nanaimo St @ E 17 Ave,0,BUS ZN
49.252026,1,50686,-123.056768,693,,,,Southbound Nanaimo St @ E 20 Ave,0,BUS ZN
49.250553,1,51532,-123.043474,1544,,,,Eastbound E 22 Ave @ Boyd Diversion,0,BUS ZN
49.250535,1,51533,-123.038654,1545,,,,Eastbound E 22 Ave @ Lillooet St,0,BUS ZN
49.250567,1,51530,-123.049111,1542,,,,Eastbound E 22 Ave @ Slocan St,0,BUS ZN
49.250547,1,50690,-123.055999,697,,,,Eastbound E 22 Ave @ Nanaimo St,0,BUS ZN
49.250206,1,50687,-123.056793,694,,,,Southbound Nanaimo St @ E 22 Ave,0,BUS ZN
49.248412,1,50688,-123.055476,695,,,,Nanaimo Station @ Bay 3,0,BUS ZN
49.219437,1,57661,-122.689445,11110,,,,Northbound Harris Rd @ 119 Ave,0,BUS ZN
49.264156,1,52095,-123.167544,11113,,,,Westbound W Broadway @ Macdonald St,0,BUS ZN
49.24424,1,50692,-123.050004,699,,,,Southbound Slocan St @ E 29 Ave,0,BUS ZN
49.262435,1,58674,-122.756225,11114,,,,Southbound Coast Meridian Rd @ Robertson Ave,0,BUS ZN
49.227391,1,60000,-122.688831,11117,,,,Eastbound Davison Rd @ Harris Rd,0,BUS ZN
49.248781,1,51537,-123.023017,1549,,,,Eastbound Kincaid St @ Boundary Rd,0,BUS ZN
49.257296,2,58352,-122.916944,8710,,,,Southbound Production Way @ Eastlake Dr,0,BUS ZN
49.250978,1,58348,-122.903693,8713,,,,Eastbound Lougheed Hwy @ Bell Ave,0,BUS ZN
49.251474,1,58347,-122.905174,8714,,,,Westbound Lougheed Hwy @ Bell Ave,0,BUS ZN
49.219021,1,52770,-122.957619,2798,,,,Southbound Salisbury Ave @ Arcola St,0,BUS ZN
49.254485,1,61580,-123.235195,11760,,,,Northbound Wesbrook Mall @ Birney Ave,0,BUS ZN
49.274238,2,53842,-122.739036,3882,,,,Northbound Cedar Dr @ Pinemont Ave,0,BUS ZN
49.112064,1,55564,-122.867704,5619,,,,Northbound 128 St @ 60 Ave,0,BUS ZN
49.102959,2,55557,-122.886411,5612,,,,Westbound New McLellan Rd @ Hillside Rd,0,BUS ZN
49.280434,1,51869,-122.959531,11766,,,,Westbound Hastings St @ Cliff Ave,0,BUS ZN
49.103874,1,55555,-122.879685,5610,,,,Westbound New McLellan Rd @ 124 St,0,BUS ZN
