from_trip_id,to_stop_id,from_stop_id,to_trip_id,transfer_type,min_transfer_time
,301,12625,,2,300
,218,545,,2,360
,5093,4917,,2,420
,5638,5505,,2,300
,6634,6603,,2,300
,8019,96,,2,540
,5793,8057,,0,240
,11022,793,,0,240
14862556,5007,5007,14862533,4,0
,6999,6951,,0,240
,1231,11589,,0,240
,9989,2023,,0,240
,3242,12209,,2,300
,3904,7643,,0,240
,695,12556,,2,300
,11014,463,,2,300
,11860,5593,,0,240
,10880,6467,,0,240
,3608,10068,,2,420
,1857,983,,0,240
,11712,11710,,0,240
,3385,8031,,2,120
,8054,2354,,0,240
,2338,2355,,2,300
,972,8044,,2,300
,10349,10349,,0,240
,12168,744,,2,300
,1091,8762,,2,300
,5262,8060,,0,240
,10189,10189,,0,240
,6078,5596,,2,300
,12666,1648,,2,300
,5708,5641,,0,240
,3195,7643,,0,240
,6230,6230,,0,240
,9944,4429,,2,300
,3533,8021,,0,240
,955,678,,2,300
,11788,11268,,0,240
,12975,160,,2,300
,3589,3371,,0,240
,11911,1429,,0,240
,11588,8073,,0,240
,11253,11268,,0,240
,5252,7639,,0,240
,450,449,,2,360
,8854,6174,,0,240
,5777,5761,,0,240
,6455,5230,,0,240
,5494,5769,,0,240
,231,11529,,2,300
,13007,11388,,2,300
,11674,8070,,0,240
,7714,7672,,2,300
,5365,5341,,0,240
,5547,5547,,0,240
,12395,6095,,2,300
,5467,5697,,2,360
,11278,12764,,2,360
,4882,9112,,2,300
,1643,1659,,0,240
,8283,8282,,2,480
,7468,6736,,0,240
,678,737,,0,240
,9441,9441,,0,240
,5615,4933,,0,240
,6823,9562,,0,240
,1692,1546,,0,240
,6483,6483,,0,240
,10885,10886,,0,240
,13037,3723,,2,480
,202,392,,2,300
,4882,11524,,2,360
,12556,8072,,2,300
,2323,11906,,0,240
,6661,6781,,0,240
,6921,6741,,0,240
,12242,12242,,0,240
,4939,4845,,0,240
,4925,5567,,0,240
,6146,6146,,0,240
,7643,3394,,0,240
,2039,1320,,0,240
,11286,11251,,0,240
,9136,329,,2,300
,10865,12693,,0,240
,10399,4881,,2,300
,1108,1596,,0,240
,11137,5961,,0,240
,7207,7095,,0,240
,12231,10860,,0,240
,11876,12963,,2,300
,8047,1685,,0,240
,1809,1852,,0,240
,5218,6728,,0,240
,3080,3041,,0,240
,2261,2648,,0,240
,8690,8746,,0,240
,2477,10429,,0,240
,10947,4656,,2,420
,11243,13096,,2,300
,963,2742,,2,300
,2101,7001,,0,240
,911,1721,,0,240
,10814,10352,,0,240
,179,10352,,0,240
,6802,6566,,0,240
,3613,3133,,2,300
,2663,2663,,0,240
,7171,7171,,0,240
,12362,12600,,0,240
,11534,10591,,2,300
,11798,11805,,0,240
,8854,5436,,0,240
,5844,5844,,0,240
,1863,9043,,0,240
,10947,4491,,0,240
,8754,11606,,2,300
,10887,10885,,0,240
,1198,704,,0,240
,12267,3331,,2,300
,5068,5024,,2,300
,2004,1838,,0,240
,11132,5683,,0,240
,6103,6103,,0,240
,6725,6921,,0,240
,4494,11638,,2,420
,12548,11088,,2,300
,6736,7469,,2,120
,12791,331,,2,300
,5494,11882,,0,240
,1355,1151,,0,240
,7828,7662,,2,300
,5596,5591,,0,240
,12945,5557,,2,360
,11623,669,,0,240
,1638,1664,,2,300
14847933,8683,8683,14846912,4,0
,6730,6734,,2,360
,12444,7861,,2,300
,1336,1336,,0,240
,3155,12209,,0,240
,2717,2414,,2,120
,7635,5216,,0,240
,9961,4928,,0,240
,255,155,,0,240
14877438,7602,7602,14877432,4,0
,11119,12026,,2,480
,6805,9560,,0,240
,7460,7460,,0,240
,35,189,,2,360
,213,10967,,2,360
,963,8140,,0,240
,12984,1885,,2,300
,2355,2355,,0,240
,404,1959,,2,300
,8750,11874,,0,240
,7468,7469,,0,240
14906053,3721,3721,14853160,4,0
,6214,6154,,0,240
,5456,5456,,0,240
,12227,8672,,0,240
,5668,10880,,0,240
,8676,8691,,0,240
,6362,6335,,0,240
,10880,5494,,2,120
,3904,8021,,2,120
,8059,5042,,0,240
,4845,6080,,0,240
,10400,96,,2,360
,8679,8748,,0,240
,341,1589,,2,300
,251,11500,,0,240
,8037,4568,,2,120
,11697,8759,,2,540
,12393,1065,,0,240
,4659,11676,,2,360
,1683,1137,,0,240
,5285,5410,,0,240
,5298,13044,,2,300
,5548,5431,,2,360
,5119,5119,,0,240
,2264,2325,,0,240
,81,11646,,2,540
,9397,9397,,0,240
,96,11441,,2,360
,5509,5700,,0,240
,1709,963,,0,240
,1079,659,,0,240
,11408,11579,,2,420
,3385,3816,,0,240
,2648,2328,,0,240
,5756,5797,,0,240
,774,1977,,0,240
,11628,5015,,2,480
,1615,8046,,0,240
,3898,3878,,2,360
,6781,6781,,0,240
,12363,11793,,2,300
,5891,8060,,0,240
,276,277,,2,480
,3694,3694,,0,240
,11710,11713,,0,240
,8045,695,,0,240
,12626,1907,,0,240
,702,702,,0,240
,1692,1567,,0,240
,6303,6256,,0,240
,11697,1401,,2,540
,5553,6080,,0,240
,6466,6194,,0,240
,10644,11593,,0,240
,12655,10885,,0,240
,409,31,,2,300
,4568,4568,,2,120
,7166,12173,,2,300
,10701,6039,,2,360
,11248,11288,,0,240
,12036,859,,2,420
,12794,4962,,2,300
,8139,1709,,0,240
,4962,12794,,2,300
,826,11262,,2,300
,8575,8573,,0,240
,2943,8699,,2,300
,10914,10914,,0,240
14846893,8697,8697,14847895,4,0
,2836,2836,,0,240
,6646,9564,,0,240
,11589,8073,,0,240
,5431,5431,,0,240
,3155,3155,,0,240
,6174,6340,,2,300
,5623,5583,,0,240
,5252,5890,,0,240
,6357,6172,,0,240
,3536,2646,,0,240
,5761,5761,,0,240
,10316,10893,,2,300
,959,12867,,2,300
,3273,3273,,0,240
,1018,869,,0,240
,10619,10619,,0,240
,5815,5815,,0,240
,7768,7768,,0,240
,10890,10892,,0,240
,3900,10141,,0,240
,11592,5826,,0,240
,10336,10339,,0,240
,11349,10745,,0,240
,4939,5230,,0,240
,11407,10592,,0,240
,11276,10360,,2,300
,8019,10553,,2,480
,4459,4242,,0,240
,12666,12666,,0,240
,10148,12478,,2,300
,1575,1152,,0,240
,7259,5352,,0,240
,12716,12717,,0,240
,11204,2264,,0,240
,11287,11251,,0,240
,4391,4065,,0,240
,2062,1120,,2,300
,12230,10860,,0,240
,5991,5991,,0,240
,6467,5122,,0,240
,3195,8021,,2,120
,5528,5528,,0,240
,176,887,,2,300
,12026,10467,,2,360
,12242,12233,,2,300
,11490,5813,,0,240
,8691,8746,,0,240
,4494,8041,,2,480
,199,860,,2,300
,11701,5059,,2,360
,11288,11256,,0,240
,584,405,,0,240
,10890,10886,,0,240
,11323,1743,,0,240
,4461,10947,,0,240
,5615,4925,,0,240
,4191,4191,,0,240
,5890,6458,,0,240
,235,8043,,0,240
,11697,12963,,2,600
,7166,7207,,0,240
14869142,6298,6298,14869112,4,0
,10812,12974,,2,300
,10886,10885,,0,240
,6783,6766,,0,240
,3334,3204,,0,240
,11256,11289,,0,240
,6472,6472,,0,240
,5700,11860,,0,240
,1016,985,,2,300
,2054,758,,0,240
,8350,3386,,2,480
,5093,6455,,0,240
,11876,12567,,2,300
,1143,2120,,2,300
,13077,11292,,2,300
,7743,7658,,0,240
,3204,3334,,0,240
,2799,2630,,0,240
,8673,8743,,2,360
,8039,35,,2,360
,4830,12696,,2,300
,12949,5593,,0,240
,80,10591,,2,360
,2860,2955,,2,300
,11957,11949,,0,240
,12944,5557,,2,300
,6753,11294,,2,300
,7446,7493,,0,240
,1832,1832,,0,240
,5743,5593,,0,240
,8062,10948,,0,240
,6489,6858,,0,240
,6874,9577,,0,240
,8037,4242,,0,240
,9543,9543,,0,240
,5216,7468,,0,240
,4568,10866,,2,120
,1258,2035,,0,240
,10819,4722,,0,240
,5745,5792,,2,300
,11021,463,,0,240
,12668,797,,2,300
,12395,6133,,2,300
,181,8043,,0,240
,317,317,,0,240
,10429,2630,,0,240
,1709,1387,,0,240
,10692,10251,,2,300
,3825,3064,,2,420
,11664,5815,,2,300
,857,176,,2,360
,1143,887,,0,240
,12873,1327,,2,480
,2741,2741,,0,240
,5122,10881,,0,240
,9069,189,,2,420
,1393,12827,,2,300
,11588,8916,,0,240
,12212,12228,,0,240
,12464,12464,,0,240
,5700,5700,,0,240
,5543,5543,,0,240
,12063,12065,,2,300
,3769,3394,,0,240
,744,1907,,2,300
,460,1589,,0,240
,6088,6174,,2,360
,11523,11273,,2,300
,1,639,,2,300
,11707,13096,,2,300
,11674,1685,,2,300
,8412,12947,,0,240
,6081,4936,,2,300
,10310,7719,,2,420
,11274,10468,,2,420
,10628,10258,,2,300
,1980,758,,0,240
,2323,11909,,0,240
,11682,1442,,0,240
,9564,6590,,0,240
,898,690,,0,240
,12020,12231,,0,240
,12318,963,,0,240
,11629,5015,,2,480
,1971,1120,,0,240
,176,2120,,0,240
,12336,1170,,2,480
,666,704,,0,240
,8763,1231,,2,300
,8073,8763,,2,360
,10745,11349,,0,240
,11267,11289,,0,240
,3315,12267,,2,300
,2742,1482,,0,240
,758,2054,,2,300
,12953,12898,,0,240
,6080,5553,,2,120
,1996,1343,,0,240
,3719,3719,,2,120
,7259,7095,,0,240
,7639,5890,,0,240
,3906,7643,,0,240
,8077,9112,,2,420
,1596,1108,,0,240
,11706,12535,,2,360
,5768,8060,,0,240
,8029,7743,,2,120
,4061,4061,,0,240
,6778,6778,,0,240
,6969,9849,,2,480
,12695,5042,,0,240
,6194,10437,,0,240
,11074,5456,,0,240
,9306,10199,,0,240
,12210,12209,,0,240
,1337,12873,,2,540
,12427,12427,,0,240
,11876,11697,,2,300
,6753,13096,,2,300
,5768,8057,,2,300
,7591,7635,,0,240
,8750,11697,,2,720
,1583,248,,0,240
,2764,2613,,0,240
,2971,2928,,0,240
,6095,12395,,2,300
,5093,5553,,2,120
,5494,6467,,0,240
,11023,1105,,0,240
,9178,12264,,0,240
,4018,10882,,2,300
,11305,11305,,0,240
,12437,7108,,2,300
,10564,8573,,0,240
,11243,11247,,2,300
,8886,3373,,0,240
,8762,1091,,2,300
,4647,4647,,0,240
,6691,9570,,0,240
,7166,7214,,0,240
,11295,12717,,2,300
,6512,12717,,2,300
,10034,9952,,2,360
,1641,2010,,2,300
,6991,6991,,0,240
,5441,5535,,0,240
,6470,6068,,0,240
,10745,994,,0,240
,8683,8758,,2,300
,5244,5553,,0,240
,5025,5025,,0,240
,234,234,,0,240
,10819,12054,,0,240
,11704,6088,,2,360
,7259,7207,,0,240
,2417,2417,,0,240
,6312,6247,,0,240
,5140,5072,,0,240
,97,97,,0,240
,2434,2430,,2,300
,11535,8076,,2,360
,12444,7703,,2,300
,12581,11534,,2,300
,12815,12815,,0,240
,6139,6174,,0,240
,3204,12234,,0,240
,1231,8754,,2,300
,7639,8062,,0,240
,10914,8055,,0,240
,12395,9062,,2,300
,5055,5656,,0,240
,8750,12567,,2,300
,7643,3904,,0,240
,12647,3334,,0,240
,5122,6456,,0,240
,3055,3065,,2,300
,77,11526,,0,240
,3975,3198,,0,240
,1442,1442,,0,240
,11718,8053,,0,240
,10914,6458,,0,240
,1576,1354,,0,240
,3023,2799,,0,240
,12188,7347,,2,300
,12360,12600,,2,300
,706,11009,,0,240
,5561,5583,,0,240
,3204,8021,,0,240
,6467,5494,,2,120
,1592,9124,,0,240
,1530,248,,0,240
,5069,5250,,2,300
,10885,10885,,0,240
,12793,10886,,0,240
,3594,3515,,2,420
,908,2123,,0,240
,12227,8746,,0,240
,78,11441,,2,360
,96,11303,,2,360
,10018,10017,,2,300
,5066,5066,,0,240
,6174,8854,,0,240
,7106,12437,,2,360
,6486,11208,,0,240
,2523,8049,,2,300
,6195,6195,,0,240
,6217,6217,,0,240
,3872,7742,,2,420
,1401,11876,,2,420
,5077,11629,,2,480
,1312,11011,,0,240
,1801,8563,,0,240
,415,12330,,2,300
,5583,5583,,0,240
,3151,11307,,2,360
,4830,4830,,0,240
,1430,11682,,2,300
,12794,4972,,0,240
,5938,5935,,2,300
,3067,3334,,0,240
,11639,4463,,2,360
,774,774,,0,240
,3779,8031,,2,120
,10764,10823,,0,240
,3769,3195,,0,240
,9701,9665,,0,240
,1173,2671,,2,120
,10889,10892,,0,240
,10881,5769,,0,240
14832013,26,26,14829890,4,0
,924,1301,,0,240
,7200,8936,,0,240
,13043,195,,2,300
14833325,11260,11260,14840293,4,0
,10017,8697,,2,360
,524,696,,0,240
,10882,10879,,0,240
,77,11303,,2,360
,3204,3195,,0,240
,11592,5288,,2,360
,9129,11273,,2,360
,5045,8057,,0,240
,11707,11247,,2,300
,5009,5004,,2,300
,78,95,,0,240
,524,185,,2,360
,4568,4242,,0,240
,13007,11293,,2,300
,5596,5596,,0,240
,5542,6174,,0,240
,3906,8021,,2,120
,7493,7446,,0,240
,9452,5918,,0,240
,1039,1596,,0,240
,5665,5665,,0,240
,1522,341,,0,240
,11264,9296,,2,300
,8689,8672,,0,240
,5743,5464,,0,240
,11337,11311,,2,300
,12036,10399,,0,240
,6467,6456,,0,240
,11076,6051,,0,240
,12036,12036,,2,120
,8024,7658,,2,120
14854912,9245,9245,14854922,4,0
,6563,6858,,0,240
,11522,11273,,2,300
,337,11014,,0,240
,8747,10034,,0,240
,238,177,,2,300
,10017,8683,,2,300
,8035,188,,2,480
,1530,169,,0,240
,12228,3155,,0,240
,11275,10468,,2,420
,12332,8020,,2,120
,939,11638,,2,360
,11535,985,,0,240
,4371,10827,,2,300
,12322,12234,,0,240
,6354,6167,,2,300
,718,718,,0,240
,13106,358,,0,240
,11429,12348,,0,240
,8368,12947,,2,360
,3108,2959,,0,240
,13052,5776,,2,300
,12361,11793,,2,300
,11266,11289,,0,240
,666,665,,0,240
,4495,96,,2,420
,12952,12898,,0,240
,5467,5637,,2,300
,7639,5148,,2,120
,11716,11713,,0,240
14853102,3847,3847,14852919,4,0
,4242,4471,,2,120
,3927,8021,,2,120
,11808,11805,,0,240
,5769,8060,,2,300
,13052,5762,,0,240
,6675,9570,,0,240
,10429,8066,,0,240
,4711,8467,,0,240
,9505,8673,,0,240
,76,13039,,2,540
,12211,12209,,0,240
,7001,2101,,0,240
,5861,9926,,2,300
,6682,6535,,2,360
,7737,7737,,0,240
,5769,8057,,2,300
,9291,9293,,2,360
,10673,10643,,0,240
,6808,6587,,0,240
,8577,8573,,0,240
,2203,8052,,0,240
,5844,10884,,0,240
,7100,5336,,2,300
,5218,5242,,2,360
,3067,3204,,0,240
,3077,3077,,0,240
,8683,8749,,2,300
,11088,11352,,2,300
,7172,7086,,0,240
,11250,11268,,0,240
,11535,189,,2,420
,12816,286,,2,360
,11277,10360,,2,300
,9574,6675,,0,240
,10703,10736,,2,300
,1401,8759,,2,300
,7140,12437,,0,240
,8050,10202,,0,240
,3533,3904,,0,240
,5345,5360,,0,240
,1444,2326,,0,240
,11674,8047,,0,240
,11288,11289,,0,240
,6768,8483,,2,480
,2881,8710,,2,120
,10892,10892,,0,240
,6139,13013,,0,240
,8747,8747,,2,60
,8073,11589,,2,300
,11583,11583,,0,240
,7645,11962,,2,540
,8674,8760,,2,300
,2761,2414,,2,120
,5918,9452,,0,240
,3943,9179,,0,240
,981,981,,0,240
,3204,8032,,2,120
,12794,4961,,2,300
,7450,7450,,0,240
,5350,5350,,0,240
,6095,6133,,2,300
,7073,8928,,2,300
,6648,6808,,0,240
,5514,5514,,0,240
,11354,12975,,2,360
,1197,1156,,2,360
,7150,5360,,2,360
,9365,3842,,0,240
,1996,1320,,0,240
,12693,10866,,0,240
,5670,5664,,0,240
,5659,5127,,0,240
,8683,10018,,0,240
,12240,12233,,2,300
,3903,9380,,2,420
,6458,7639,,0,240
,12066,12064,,2,300
,8690,8687,,0,240
,6881,6599,,2,360
,5793,5769,,0,240
,12318,1709,,0,240
,35,95,,2,480
,569,11113,,2,300
,8535,12681,,2,300
,4846,4917,,2,300
,5797,5797,,0,240
,2630,8066,,0,240
,45,30,,0,240
,6088,6139,,0,240
,12232,12241,,0,240
,1668,1633,,2,300
,709,1254,,0,240
,1211,2225,,2,360
,8060,10880,,0,240
,1361,924,,0,240
,234,10478,,2,300
,7468,5216,,0,240
,2640,2646,,0,240
,3944,3964,,2,180
,8657,8672,,0,240
,7117,10874,,2,300
,8622,2120,,2,360
,6637,6881,,2,300
,2523,8068,,2,300
,7650,11559,,2,300
,7827,8024,,0,240
,12358,11793,,2,300
,1153,1153,,0,240
,8750,12963,,2,360
,5690,5644,,0,240
,8763,8916,,2,300
,10967,548,,2,360
,8685,8687,,0,240
,7745,12636,,2,300
,12949,11858,,0,240
,11942,12020,,0,240
,3133,3133,,0,240
,2032,1824,,0,240
,1685,8563,,0,240
,3695,9397,,0,240
,11500,165,,0,240
,10921,8070,,0,240
,5743,11858,,0,240
,1286,8074,,2,360
,1736,10921,,2,300
,11739,12386,,2,300
,11243,12717,,2,300
,12410,2717,,2,300
,12481,7865,,2,360
,3064,3825,,2,360
,160,12975,,2,300
,942,11529,,2,360
,5708,5693,,2,300
,8659,8757,,0,240
,718,797,,0,240
,6727,6727,,0,240
,10888,10892,,0,240
,10880,5769,,0,240
,10890,12793,,0,240
,9307,76,,0,240
,11707,6753,,0,240
,8019,938,,2,420
,405,405,,0,240
,8051,3023,,0,240
,6808,6648,,0,240
,5295,5919,,0,240
,12735,4010,,2,360
,12227,8687,,0,240
,3533,12235,,0,240
,8967,5811,,0,240
,5803,6114,,0,240
,1108,1514,,0,240
,4882,4882,,0,240
,4929,4929,,0,240
,5543,6174,,2,360
,8605,4355,,0,240
,12826,12827,,2,300
,81,8075,,2,420
,859,189,,2,300
,8688,8672,,0,240
,155,12664,,2,300
,7259,7166,,0,240
,6195,6088,,0,240
,5918,11137,,0,240
,10437,6175,,0,240
,4887,4887,,0,240
,12285,11958,,0,240
,6343,6167,,0,240
,3444,8828,,2,300
,11438,8038,,2,480
,10619,782,,0,240
,4471,12693,,0,240
,10892,12793,,0,240
,9062,6133,,0,240
,2491,2491,,0,240
,12022,8033,,2,120
,8680,8757,,0,240
,544,218,,2,300
,10018,8683,,0,240
,2833,8068,,2,300
,5382,12497,,2,300
,3825,3056,,2,360
,11764,5122,,0,240
,3927,3334,,0,240
,1177,2610,,2,480
,8676,8687,,0,240
,8820,3518,,0,240
,5700,5509,,0,240
,1254,12667,,2,300
,10067,10068,,2,300
,4186,4204,,2,300
,12951,12898,,0,240
,7489,7489,,0,240
14829640,639,639,14830115,4,0
,11715,11713,,0,240
,10198,10198,,0,240
,4459,10866,,0,240
,10522,6510,,2,300
,11258,10360,,0,240
,7076,8945,,0,240
,9129,11524,,2,120
,77,12036,,0,240
,463,11021,,2,300
,8051,10429,,0,240
,1175,1171,,2,300
,12134,797,,0,240
,5756,11135,,0,240
,5042,12155,,0,240
,10947,11866,,0,240
,8044,8763,,2,360
,10145,10145,,0,240
,5509,6077,,0,240
,3731,3815,,2,300
,55,55,,0,240
,12212,12209,,0,240
,11260,11227,,2,420
,11716,11710,,0,240
,11204,2445,,2,240
,10163,5404,,2,420
,5252,8062,,0,240
,8759,11878,,2,420
,4567,4427,,2,360
,569,59,,2,300
,1482,1482,,0,240
,10188,10188,,0,240
,4319,4319,,0,240
,44,4496,,2,300
,3478,3822,,0,240
,3624,2646,,0,240
,10972,10034,,0,240
,11718,11719,,0,240
,12386,11739,,0,240
,8755,8746,,2,120
,13054,11204,,0,240
,2791,2807,,0,240
,8978,8063,,0,240
,4347,4347,,0,240
,301,744,,0,240
,6089,5431,,2,360
,2869,2869,,0,240
,5288,11592,,2,360
,11438,11616,,2,360
,8073,972,,2,300
14874020,11255,11255,14873989,4,0
,40,8034,,2,480
,11788,11288,,0,240
,8750,1401,,2,360
,8644,1423,,0,240
,341,1522,,2,300
,12586,11282,,2,300
,10199,9306,,0,240
,6992,1334,,2,480
,2338,2354,,2,180
,1016,12535,,2,120
,3053,8032,,2,60
,3779,3822,,0,240
,5538,5538,,0,240
,3769,12235,,0,240
,1482,2742,,0,240
,287,202,,2,300
,8535,9112,,2,300
,6753,11247,,0,240
,1877,1873,,0,240
,1519,9124,,0,240
,2120,12749,,2,300
,6195,6340,,2,300
,5336,6472,,2,480
,11706,11535,,2,120
,8057,6467,,0,240
14877888,10744,10744,14877902,4,0
,5805,5287,,0,240
,11227,11221,,0,240
,4569,4403,,2,300
,4882,11273,,2,360
,9294,9294,,0,240
,8691,8687,,0,240
,8561,8578,,0,240
,8033,11940,,2,120
,6475,10199,,0,240
,44,30,,2,300
,12233,12241,,0,240
,4568,10865,,0,240
,114,12958,,0,240
,5975,13047,,2,120
,8071,1832,,0,240
,8022,3385,,0,240
,9530,318,,0,240
,1648,1186,,0,240
,4674,4674,,0,240
,1801,8047,,0,240
,11876,11876,,0,240
,8747,10971,,0,240
,8763,8913,,2,360
,11279,932,,2,480
,11481,30,,0,240
,8697,8758,,0,240
,5514,5458,,2,300
,1505,310,,0,240
,6153,6215,,0,240
,5230,6455,,0,240
,8622,857,,0,240
,789,1533,,0,240
,6587,6808,,0,240
,12891,718,,2,300
,689,690,,0,240
,2955,3024,,0,240
,7768,12580,,0,240
,11706,4881,,0,240
,10966,548,,2,360
,1312,11007,,0,240
,3130,2869,,2,300
,1685,10921,,2,300
,11943,12020,,0,240
,12972,1875,,0,240
,4120,4141,,2,300
,8697,10018,,2,300
,331,331,,0,240
,4496,12681,,2,420
,1514,1108,,0,240
,4495,1016,,2,300
,6631,8324,,2,360
,12535,1016,,2,120
,12375,12681,,2,360
,12411,2717,,2,300
,423,12866,,0,240
,10199,6475,,2,360
,11114,11318,,2,600
,4427,4567,,2,300
,5428,5428,,0,240
,11613,10144,,2,360
,5557,5557,,0,240
,10328,4756,,2,300
,5703,5741,,2,300
,11909,2323,,0,240
,8975,10554,,2,360
,4391,4218,,2,360
,1659,2023,,0,240
,8053,11719,,0,240
,728,689,,0,240
,9069,11303,,2,300
14867074,13016,13016,14867097,4,0
,12866,11280,,2,300
,8535,11273,,2,540
,8044,972,,2,300
,5543,13013,,2,420
,5628,12945,,2,360
,2540,1168,,0,240
,11542,26,,0,240
,11007,1350,,0,240
,6139,6139,,0,240
,12411,1173,,2,300
,2671,8049,,2,300
,1482,1387,,0,240
,6236,10427,,0,240
,8672,8691,,0,240
,8754,1231,,2,300
,10889,12793,,0,240
,7644,12043,,2,420
,5960,5295,,0,240
,3386,8350,,2,480
,2227,1329,,0,240
,5148,10948,,0,240
,12668,12668,,0,240
,9020,8989,,0,240
,12318,1482,,0,240
,8062,6458,,0,240
,11718,8064,,0,240
,11793,1614,,2,480
,1838,2032,,0,240
,155,11622,,0,240
,5074,4949,,0,240
,5039,5039,,0,240
,5553,4939,,0,240
,3067,7643,,0,240
,8759,11876,,2,360
,11704,8854,,0,240
,10352,179,,0,240
,7643,3204,,0,240
,5693,5708,,2,300
,5374,5374,,0,240
,5244,4845,,0,240
,12950,12898,,0,240
,9505,8760,,2,300
,11714,11713,,0,240
,7777,12580,,0,240
,5025,11127,,2,300
,8763,8073,,2,360
,902,1054,,2,300
,12207,12206,,2,360
,1801,11674,,0,240
,6725,6942,,0,240
,5837,5661,,0,240
,3041,3041,,0,240
,6753,11707,,0,240
,12948,9112,,2,300
,5252,10948,,0,240
,6139,5436,,0,240
,12318,2742,,0,240
,7827,7727,,0,240
,1457,1457,,0,240
,5072,5140,,0,240
,4459,12693,,0,240
,5937,5792,,2,360
,2326,1429,,0,240
,78,8034,,2,480
,10971,10034,,2,300
,9136,12721,,0,240
,122,1510,,2,300
,12022,12020,,0,240
,378,12625,,2,360
,1076,1075,,0,240
,906,8752,,2,360
,1190,1617,,0,240
,6888,6508,,2,300
,1838,2004,,0,240
,7106,7140,,2,300
,2021,2021,,0,240
,6753,12716,,0,240
,5890,8062,,0,240
,12891,717,,0,240
,235,8074,,0,240
,2051,11285,,2,300
,5381,5381,,0,240
,11258,11260,,0,240
,110,569,,0,240
,9562,8617,,2,300
,3661,3628,,0,240
,195,13043,,2,300
,4448,4448,,0,240
,11559,7650,,2,360
,10882,10882,,0,240
,1276,122,,2,300
,4881,4881,,0,240
,4494,8076,,2,480
,1586,423,,0,240
,11272,12535,,2,360
,8762,8907,,0,240
,151,12974,,0,240
,5553,4845,,0,240
,12693,4459,,0,240
,193,193,,0,240
,3220,3178,,0,240
,5077,11628,,2,480
,4055,4016,,2,360
,11246,11268,,0,240
,12693,8036,,0,240
,5148,5252,,0,240
,2523,2717,,0,240
,8040,76,,2,420
,8703,9511,,2,360
,5631,5631,,0,240
,11438,11303,,2,300
,5820,5811,,0,240
,1404,1555,,0,240
,11645,4463,,2,300
,97,10399,,2,180
,11606,1231,,0,240
,2646,2646,,0,240
,6908,6648,,0,240
,11278,932,,2,480
,12233,3207,,2,360
,11764,5769,,0,240
,1244,512,,2,600
,10892,10888,,0,240
,4398,4324,,0,240
,11664,11664,,2,120
,1641,1641,,0,240
,7591,7468,,0,240
,985,31,,2,420
,4055,4055,,0,240
,650,797,,0,240
,8687,8687,,0,240
,7736,7650,,2,300
,3140,3133,,2,300
,5700,5593,,0,240
,4052,4384,,2,300
,3856,3898,,2,300
,1736,8070,,0,240
,5815,5180,,2,360
,11606,8044,,2,300
,2742,1387,,0,240
,11133,5715,,0,240
,1120,1971,,0,240
,8552,8577,,0,240
,10856,10856,,0,240
,5768,10880,,0,240
,1866,1885,,0,240
,3927,12235,,0,240
,8535,12375,,2,300
,6073,11124,,0,240
,2513,3628,,0,240
,2917,3024,,0,240
,2345,3619,,0,240
,5029,5029,,0,240
,8041,1016,,2,360
,2692,10429,,2,120
,10880,5122,,0,240
,56,114,,0,240
,8040,9112,,2,420
,1563,1550,,0,240
,5542,13013,,2,300
,4360,9651,,2,360
,10972,10972,,0,240
,3053,3904,,0,240
,44,9112,,2,300
,12410,1173,,2,300
,5285,5285,,0,240
,4228,10879,,2,300
,12901,12956,,0,240
,11876,11874,,2,300
,5591,5596,,2,300
,8755,8691,,0,240
,11909,2266,,0,240
,12556,8045,,0,240
,11522,193,,0,240
14855364,3918,3918,14855391,4,0
,10888,12793,,0,240
,10747,9435,,2,300
,4419,4346,,2,480
,7086,7086,,0,240
,12902,12951,,0,240
,585,585,,0,240
,1387,1709,,0,240
,1170,1172,,2,480
,5275,5275,,0,240
,676,497,,2,300
,1340,1340,,0,240
,11123,6073,,0,240
,3277,3277,,0,240
,11792,1614,,2,480
,1362,10375,,2,480
,6733,6733,,0,240
,5641,5737,,2,300
,789,1580,,0,240
,12655,10886,,0,240
,10021,8679,,2,480
,5667,8060,,0,240
,9069,35,,2,300
,230,10976,,2,300
,5678,5055,,0,240
,5148,6458,,0,240
,659,1130,,0,240
,5045,11882,,0,240
14900156,12381,12381,14900157,4,0
,8755,8672,,0,240
,7639,7639,,0,240
,2414,8068,,2,300
,6736,5216,,2,120
,1160,1187,,0,240
,13069,13069,,0,240
,1218,2035,,0,240
,397,1379,,0,240
,9562,6823,,0,240
,1116,12632,,2,300
,3801,3973,,0,240
,4660,4491,,0,240
,8690,12147,,0,240
,4301,4301,,0,240
,5410,6113,,0,240
,2478,2478,,0,240
,8907,8753,,0,240
,11229,3904,,0,240
,5122,6467,,0,240
,189,8034,,2,480
,4962,4972,,0,240
,11393,11470,,2,360
,8763,11606,,2,300
,10159,5854,,0,240
,8820,8847,,0,240
,5769,6456,,0,240
,11714,11710,,2,300
,8751,9505,,2,300
,7102,6475,,0,240
,989,12693,,0,240
,7629,7576,,0,240
,8025,12580,,2,120
,9292,9293,,0,240
,11674,8563,,0,240
,3067,8032,,2,120
,60,322,,2,300
,8676,8672,,0,240
,4212,4204,,0,240
,6000,5593,,0,240
,5244,5230,,0,240
,359,13106,,0,240
,938,859,,0,240
,6578,8490,,0,240
,2325,13054,,0,240
,11016,56,,0,240
,11247,11247,,0,240
